ID	MODEL	SEND	RECEIVE	LATENCY
41	mnist-8	17732564833585842	17732564836963574	1539
516	mnist-8	17732725991223620	17732725994616298	1546
544	mnist-8	17732736293759404	17732736297199352	1567
748	mnist-8	17732800882750248	17732800886264452	1601
465	mnist-8	17732713378111406	17732713381658744	1616
546	mnist-8	17732736634555026	17732736638154706	1640
136	mnist-8	17732599316160212	17732599319787160	1653
53	mnist-8	17732567255014540	17732567258706896	1682
364	mnist-8	17732661423036390	17732661426726890	1682
291	mnist-8	17732638570565116	17732638574260308	1684
461	mnist-8	17732713045290426	17732713049052882	1714
595	mnist-8	17732752639262374	17732752643035164	1719
417	mnist-8	17732694940714408	17732694944499404	1725
361	mnist-8	17732660882192766	17732660886023502	1746
849	mnist-8	17732843616040794	17732843619886408	1752
950	mnist-8	17732886586701856	17732886590745770	1843
839	mnist-8	17732842009116834	17732842013173024	1848
968	mnist-8	17732891320927440	17732891325043346	1875
610	mnist-8	17732755752071854	17732755756192032	1877
363	mnist-8	17732661400598602	17732661404729400	1882
736	mnist-8	17732797636885260	17732797641060652	1903
126	mnist-8	17732592336437598	17732592340618766	1905
370	mnist-8	17732669362126304	17732669366365452	1932
591	mnist-8	17732752134526300	17732752138768926	1933
413	mnist-8	17732694101287968	17732694105544918	1940
917	mnist-8	17732869361929878	17732869366224754	1957
323	mnist-8	17732651711454802	17732651715872612	2013
293	mnist-8	17732641142603502	17732641147023762	2014
510	mnist-8	17732725252471284	17732725256893490	2015
403	mnist-8	17732692173977556	17732692178676004	2141
129	mnist-8	17732596772261488	17732596777057148	2185
551	mnist-8	17732738574414804	17732738579262758	2209
400	mnist-8	17732687471518866	17732687476530912	2284
135	mnist-8	17732599276561162	17732599281666698	2327
397	mnist-8	17732683169357142	17732683174670504	2421
329	mnist-8	17732652371071868	17732652378418632	3348
601	mnist-8	17732754046587976	17732754054174712	3457
28	mnist-8	17732562063218560	17732562073967634	4899
429	mnist-8	17732701552859252	17732701563766858	4971
449	mnist-8	17732707118364866	17732707130207536	5397
648	mnist-8	17732768311291276	17732768330365240	8693
954	mnist-8	17732886900535670	17732886921096012	9371
650	mnist-8	17732768830407648	17732768852711632	10165
597	mnist-8	17732753130976896	17732753154830426	10872
847	squeezenet1.1-7	17732842877118444	17732842902856272	11731
42	squeezenet1.1-7	17732564890024106	17732564915881686	11785
524	squeezenet1.1-7	17732727511909926	17732727537793566	11797
526	squeezenet1.1-7	17732728069830244	17732728095767170	11821
283	squeezenet1.1-7	17732636850827840	17732636876855924	11863
10	squeezenet1.1-7	17732558846246212	17732558872468616	11951
566	squeezenet1.1-7	17732746358188446	17732746384422818	11957
557	squeezenet1.1-7	17732741760504792	17732741786739030	11957
846	squeezenet1.1-7	17732842750174806	17732842776442248	11972
840	squeezenet1.1-7	17732842128878052	17732842155240318	12015
696	squeezenet1.1-7	17732788481662584	17732788508041094	12023
939	squeezenet1.1-7	17732873730080754	17732873756480880	12032
991	squeezenet1.1-7	17732898252446910	17732898278937210	12073
125	squeezenet1.1-7	17732591988070048	17732592014563906	12075
737	squeezenet1.1-7	17732797749421710	17732797775949326	12090
974	squeezenet1.1-7	17732893045671206	17732893072222208	12101
320	squeezenet1.1-7	17732650748910962	17732650775521114	12128
277	squeezenet1.1-7	17732635431679530	17732635458305290	12135
607	squeezenet1.1-7	17732754932628132	17732754959488608	12242
445	mnist-8	17732705133098692	17732705160087424	12301
319	squeezenet1.1-7	17732650434823794	17732650461836258	12311
268	squeezenet1.1-7	17732632848854476	17732632876161286	12446
398	mnist-8	17732683196193838	17732683225228692	13233
358	squeezenet1.1-7	17732660421213918	17732660450359034	13284
513	mobilenetv2-7	17732725618278050	17732725649029956	14016
938	mobilenetv2-7	17732873672365372	17732873703131760	14022
395	mnist-8	17732682741493370	17732682772278312	14031
362	mobilenetv2-7	17732661098479052	17732661129278220	14037
109	mobilenetv2-7	17732584385474210	17732584416398274	14094
265	mobilenetv2-7	17732630992167466	17732631023306918	14193
165	mobilenetv2-7	17732608559561902	17732608590759516	14219
