ID	MODEL	SEND	RECEIVE	LATENCY
48	mnist-8	17735353850088556	17735354100101324	113952
0	inception_v3	17735348799287568	17735349122594932	147359
3	resnet34-v2-7	17735349457576068	17735349837174382	173016
2	inception_v3	17735348802588874	17735349300862122	227107
1	inception_v3	17735348800921278	17735349321047222	237067
38	mnist-8	17735352708231858	17735353266207754	254319
53	mnist-8	17735354222659656	17735354782004572	254942
52	squeezenet1.1-7	17735353924462060	17735354492750166	259019
8	resnet18-v2-7	17735349679984784	17735350387606026	322525
43	resnet18-v2-7	17735353030620100	17735354083228782	479766
56	mnist-8	17735355434816910	17735356622722816	541433
939	mnist-8	17735484274095052	17735485730894202	663992
14	resnet18-v2-7	17735349998567056	17735351700235742	775601
17	squeezenet1.1-7	17735350148971300	17735351858642488	779248
20	resnet18-v2-7	17735350174108114	17735351934144538	802204
9	resnet18-v2-7	17735349695636456	17735351465831130	806834
23	squeezenet1.1-7	17735350235531954	17735352008327024	808019
5	resnet50-v2-7	17735349569132666	17735351439280966	852392
73	mnist-8	17735358243653704	17735360276155864	926391
12	resnet34-v2-7	17735349729296262	17735351790504030	939474
32	squeezenet1.1-7	17735352146215440	17735354275859862	970667
10	resnet34-v2-7	17735349719089592	17735351925673222	1005735
81	mnist-8	17735359384036758	17735361619942732	1019100
6	googlenet-9	17735349595114054	17735351855237984	1030138
18	resnet34-v2-7	17735350150751358	17735353074258142	1332500
92	resnet18-v2-7	17735360758561406	17735363894168484	1429173
47	squeezenet1.1-7	17735353553025720	17735356689280946	1429469
19	resnet50-v2-7	17735350166565402	17735353530527758	1533255
7	resnet50-v2-7	17735349674684124	17735353125879328	1573015
11	resnet50-v2-7	17735349724650556	17735353185181518	1577270
15	mobilenetv2-7	17735350049558130	17735353681938692	1655597
41	mobilenetv2-7	17735352943564004	17735356692101304	1708540
39	resnet34-v2-7	17735352842487194	17735356756343244	1783890
21	googlenet-9	17735350194301418	17735354292444946	1867886
72	squeezenet1.1-7	17735358208534026	17735362455103394	1935537
103	mnist-8	17735361017331858	17735365296102186	1950214
102	mnist-8	17735361016442336	17735365296285674	1950703
63	squeezenet1.1-7	17735357486020328	17735361937367500	2028872
30	resnet34-v2-7	17735352108258688	17735356599410098	2047015
26	resnet50-v2-7	17735351604057362	17735356468832706	2217308
61	resnet18-v2-7	17735357471107420	17735362455208746	2271696
87	mobilenetv2-7	17735360199804046	17735365296313178	2322930
27	resnet50-v2-7	17735351611534286	17735356749297474	2341733
79	squeezenet1.1-7	17735359015764380	17735364248703592	2385113
77	squeezenet1.1-7	17735358339663962	17735363896715974	2532840
80	resnet18-v2-7	17735359342518732	17735364986384702	2572409
82	resnet18-v2-7	17735359389008724	17735365205076204	2650896
458	squeezenet1.1-7	17735409382838970	17735415275830604	2685957
94	resnet34-v2-7	17735360817444976	17735367170073858	2895455
95	squeezenet1.1-7	17735360864984468	17735367302473774	2934133
231	mobilenetv2-7	17735375716688158	17735382156644240	2935258
58	squeezenet1.1-7	17735355461642204	17735362056846324	3006018
76	squeezenet1.1-7	17735358338117190	17735365022670122	3046742
42	resnet50-v2-7	17735352998876962	17735360048427036	3213103
71	mobilenetv2-7	17735358026051652	17735365296065760	3313588
320	mnist-8	17735391390302018	17735398677395622	3321373
33	googlenet-9	17735352150235418	17735359686337522	3434868
55	resnet34-v2-7	17735355432143434	17735362975187652	3438032
62	resnet50-v2-7	17735357483986642	17735365205097718	3519193
685	squeezenet1.1-7	17735439176465494	17735446927627996	3532890
100	mobilenetv2-7	17735360960064852	17735368715208584	3534705
428	mnist-8	17735407290364410	17735415201654500	3605875
93	squeezenet1.1-7	17735360800865638	17735368714504760	3606945
29	resnet50-v2-7	17735352106782482	17735360048267880	3619637
60	resnet50-v2-7	17735357421080544	17735365400730720	3637032
107	squeezenet1.1-7	17735362196295838	17735370234782000	3663849
109	resnet50-v2-7	17735362240433832	17735370303931772	3675249
45	googlenet-9	17735353388571058	17735361590498958	3738344
885	resnet18-v2-7	17735476081551976	17735484329632888	3759380
51	mobilenetv2-7	17735353920399876	17735362287050498	3813423
315	squeezenet1.1-7	17735386654016052	17735395206142972	3897961
264	squeezenet1.1-7	17735379052874872	17735387679829770	3932066
251	squeezenet1.1-7	17735378185334822	17735386854340988	3951233
307	mnist-8	17735386389962448	17735395206015748	4018255
16	inception_v3	17735350104385974	17735359013400354	4060626
91	squeezenet1.1-7	17735360687651296	17735369687667536	4102104
89	mobilenetv2-7	17735360605332976	17735369687719242	4139647
866	mnist-8	17735475111031962	17735484305087476	4190544
68	googlenet-9	17735357896741756	17735367150443152	4217730
120	googlenet-9	17735363546427804	17735372961287446	4291184
259	resnet34-v2-7	17735378529855670	17735388007630498	4319860
86	googlenet-9	17735360198178512	17735369687692526	4325211
85	googlenet-9	17735360159153190	17735369687367622	4342850
707	resnet34-v2-7	17735440531832014	17735450128341542	4373978
456	resnet34-v2-7	17735409299224642	17735418975863600	4410500
145	resnet34-v2-7	17735365343573910	17735375046729028	4422586
175	googlenet-9	17735367190395372	17735377055302068	4496311
54	googlenet-9	17735355309764510	17735365200108276	4507905
202	resnet50-v2-7	17735369303432552	17735379228331948	4523655
633	resnet18-v2-7	17735432908530872	17735442838526738	4525978
118	resnet18-v2-7	17735362687505432	17735372653665094	4542461
50	googlenet-9	17735353915542346	17735363896687840	4549291
825	resnet18-v2-7	17735466354233580	17735476422016550	4588779
119	mnist-8	17735362698960158	17735372960856066	4677254
22	inception_v3	17735350204276258	17735360533273842	4707838
852	mnist-8	17735474436364502	17735484781256832	4715083
632	resnet34-v2-7	17735432886729328	17735443284285936	4739086
116	squeezenet1.1-7	17735362489695984	17735372962127524	4773214
192	squeezenet1.1-7	17735368252491974	17735378849034076	4829782
111	googlenet-9	17735362320019630	17735372961270454	4850159
239	mobilenetv2-7	17735377343622324	17735387995686864	4855088
105	squeezenet1.1-7	17735362077757930	17735372780105416	4878007
187	mobilenetv2-7	17735368114493628	17735378849123164	4892720
208	resnet34-v2-7	17735371993602648	17735382836567346	4942098
31	inception_v3	17735352130544812	17735362975048944	4942800
234	mnist-8	17735377139192514	17735387996285084	4948538
241	resnet50-v2-7	17735377361670124	17735388301954736	4986456
550	squeezenet1.1-7	17735425459625234	17735436426713708	4998672
288	squeezenet1.1-7	17735384079252210	17735395069133422	5009061
24	inception_v3	17735350576132196	17735361590239206	5020103
138	googlenet-9	17735365204601882	17735376236368594	5028152
183	googlenet-9	17735368067713234	17735379126434130	5040437
248	mnist-8	17735378113637304	17735389185247830	5046312
49	googlenet-9	17735353876235516	17735364979980492	5060959
791	mnist-8	17735458168898450	17735469549375206	5187090
46	inception_v3	17735353547226670	17735365296330584	5355106
369	squeezenet1.1-7	17735398536105376	17735410479903166	5443845
159	googlenet-9	17735366092789284	17735378069654332	5458917
98	mobilenetv2-7	17735360942793996	17735372979764900	5486313
96	resnet50-v2-7	17735360913319348	17735372961224296	5491296
449	resnet50-v2-7	17735408113589984	17735420188998218	5503832
170	resnet34-v2-7	17735367162373472	17735379295653246	5530209
635	squeezenet1.1-7	17735432913983632	17735445075839256	5543234
219	googlenet-9	17735374586163764	17735386830881960	5581001
644	resnet18-v2-7	17735434638337104	17735446948497380	5610829
191	resnet34-v2-7	17735368227127548	17735380595987130	5637584
530	squeezenet1.1-7	17735419127276492	17735431519804770	5648372
226	resnet34-v2-7	17735375577461788	17735388007764692	5665589
114	squeezenet1.1-7	17735362480220950	17735375046864300	5727731
461	googlenet-9	17735409471353358	17735422072869042	5743626
37	googlenet-9	17735352686050468	17735365296352894	5747631
36	inception_v3	17735352500287598	17735365204812910	5790576
34	inception_v3	17735352489660438	17735365203718396	5794921
358	resnet34-v2-7	17735394996334590	17735407940046556	5899595
225	inception_v3	17735375025108178	17735387995797234	5911891
160	mnist-8	17735366100426418	17735379116982072	5932796
158	resnet50-v2-7	17735366073709548	17735379227539742	5995364
70	inception_v3	17735358001640878	17735371290993010	6057134
360	squeezenet1.1-7	17735395153361522	17735408505781668	6085879
229	resnet50-v2-7	17735375713152966	17735389185232346	6140419
250	resnet34-v2-7	17735378159513024	17735391636210372	6142523
253	squeezenet1.1-7	17735378232296228	17735391726587826	6150543
4	densenet-9	17735349468069414	17735362976939558	6157187
356	resnet50-v2-7	17735394992685888	17735408505672480	6159064
272	resnet34-v2-7	17735381398723322	17735395041809474	6218361
190	resnet50-v2-7	17735368188926728	17735381833512986	6219045
211	googlenet-9	17735374280526408	17735388007791080	6256729
196	googlenet-9	17735368441908730	17735382220900666	6280306
127	mnist-8	17735364223337280	17735378102435874	6325933
198	mnist-8	17735368611518662	17735382504353518	6332194
134	resnet34-v2-7	17735364352115766	17735378322646552	6367607
441	mobilenetv2-7	17735407798830334	17735421773298334	6369402
142	mnist-8	17735365299678390	17735379295483184	6379127
104	googlenet-9	17735362042731628	17735376234941458	6468646
835	googlenet-9	17735470376636266	17735484789505736	6569220
115	squeezenet1.1-7	17735362485748986	17735376997096654	6614105
834	resnet50-v2-7	17735470374924032	17735484928891880	6633531
588	mobilenetv2-7	17735428255070748	17735442838379154	6646904
616	mnist-8	17735430941456612	17735445557499864	6661824
431	googlenet-9	17735407450798300	17735422134331220	6692585
974	resnet50-v2-7	17735485923884800	17735500638155032	6706595
121	resnet34-v2-7	17735363547905966	17735378322275276	6733987
65	inception_v3	17735357521929972	17735372368761660	6767015
122	mnist-8	17735363552663520	17735378442276586	6786514
269	resnet18-v2-7	17735380166287648	17735395069360158	6792649
181	resnet18-v2-7	17735367839361452	17735382856927096	6844833
343	squeezenet1.1-7	17735393899040250	17735408968605090	6868534
961	squeezenet1.1-7	17735485400371932	17735500480679608	6873431
206	resnet18-v2-7	17735371747085020	17735386854100400	6885604
760	mnist-8	17735454272986298	17735469548000880	6962176
123	resnet18-v2-7	17735363715323636	17735379116520026	7019688
67	inception_v3	17735357530412548	17735372961305396	7033223
570	resnet50-v2-7	17735426704502118	17735442181363548	7054175
342	resnet50-v2-7	17735393292312200	17735409012784420	7165210
162	resnet34-v2-7	17735366107231486	17735381873937416	7186283
531	inception_v3	17735419142014464	17735434961504808	7210341
413	mobilenetv2-7	17735405935774274	17735422072852628	7355094
484	mnist-8	17735413678983224	17735429896846940	7391916
300	mobilenetv2-7	17735386164794990	17735402464824082	7429366
354	resnet34-v2-7	17735394990316544	17735411313952876	7440125
357	googlenet-9	17735394994520952	17735411415040084	7484284
937	resnet34-v2-7	17735484255731768	17735500751943480	7518783
561	squeezenet1.1-7	17735425781285656	17735442407908172	7578223
328	googlenet-9	17735392341804600	17735409011988314	7598078
265	googlenet-9	17735379054772346	17735396076327054	7758229
558	resnet18-v2-7	17735425770220504	17735442837780848	7779197
108	resnet34-v2-7	17735362221586230	17735379295624942	7782150
564	mnist-8	17735426144915648	17735443351037090	7842352
243	resnet34-v2-7	17735377831274494	17735395038919486	7843046
954	resnet34-v2-7	17735485085439920	17735502377163228	7881368
348	resnet50-v2-7	17735394161191180	17735411558422508	7929458
614	resnet50-v2-7	17735430937855734	17735448358645154	7940195
57	inception_v3	17735355436001094	17735372961254488	7987809
126	resnet34-v2-7	17735363996891716	17735381577349480	8012970
99	inception_v3	17735360957888576	17735378541027960	8014192
916	squeezenet1.1-7	17735482690203708	17735500350719528	8049460
771	inception_v3	17735455152427100	17735472819370720	8052389
544	googlenet-9	17735425329298794	17735443350583556	8213894
242	googlenet-9	17735377648573432	17735395711211766	8232743
125	resnet50-v2-7	17735363752552880	17735381873994702	8259545
90	mobilenetv2-7	17735360631151280	17735378848841812	8303414
200	inception_v3	17735368635474816	17735386854323338	8303941
947	mobilenetv2-7	17735484721491648	17735502957606468	8311811
593	resnet50-v2-7	17735428452192464	17735446927596518	8420876
818	mnist-8	17735465280851588	17735483890422660	8482028
199	resnet50-v2-7	17735368613950616	17735387302820100	8518172
204	mnist-8	17735371626761240	17735390411566934	8561898
75	mobilenetv2-7	17735358262893512	17735377053571674	8564575
811	resnet18-v2-7	17735465064227892	17735484329547416	8780911
182	squeezenet1.1-7	17735367969036424	17735387296810812	8809377
819	resnet34-v2-7	17735465288075240	17735484781444176	8884853
106	resnet18-v2-7	17735362174347738	17735381681590584	8891177
919	resnet18-v2-7	17735483350139730	17735502978608290	8946430
615	squeezenet1.1-7	17735430941356766	17735450612658402	8965953
815	resnet18-v2-7	17735465109338398	17735484928912224	9033534
468	resnet18-v2-7	17735409910460972	17735429750022716	9042644
279	googlenet-9	17735382337928134	17735402193644070	9050007
112	inception_v3	17735362334249316	17735382220762248	9064044
521	resnet34-v2-7	17735418362106456	17735438368384240	9118631
221	mnist-8	17735374950873564	17735395069200704	9169702
262	inception_v3	17735378576639580	17735398792924234	9214350
258	resnet18-v2-7	17735378520408748	17735398793467092	9240227
146	squeezenet1.1-7	17735365357073432	17735385659255552	9253501
786	mnist-8	17735455569146480	17735475920029642	9275698
