ID	MODEL	SEND	RECEIVE	LATENCY
1	squeezenet1.1-7	17733316785803738	17733316869773618	38272
0	resnet18-v2-7	17733316784155752	17733316876880210	42262
63	mnist-8	17733324240505302	17733324736005594	225843
40	mnist-8	17733322462951872	17733323047397952	266383
25	mnist-8	17733319949249256	17733320538954950	268781
15	mnist-8	17733317317153604	17733317980023236	302128
14	mnist-8	17733317305695544	17733317978503000	306657
17	mnist-8	17733318798222110	17733319504394898	321865
31	resnet18-v2-7	17733320129240392	17733320925144244	362763
38	mnist-8	17733322130282204	17733322961980480	379078
28	squeezenet1.1-7	17733320000751324	17733320847844440	386095
26	squeezenet1.1-7	17733319979153538	17733320937358846	436738
7	squeezenet1.1-7	17733317150406524	17733318110488208	437594
16	resnet18-v2-7	17733317336173988	17733318310700424	444177
2	googlenet-9	17733316937826390	17733317981343406	475623
10	squeezenet1.1-7	17733317208949708	17733318281142614	488693
8	squeezenet1.1-7	17733317171959656	17733318289044152	509154
4	resnet18-v2-7	17733317084234136	17733318444520096	620002
5	resnet34-v2-7	17733317117670078	17733318556680172	655884
3	mobilenetv2-7	17733317004785284	17733318457455132	662110
54	mnist-8	17733323306370360	17733324766485660	665503
64	resnet18-v2-7	17733324394393752	17733325951909192	709897
32	squeezenet1.1-7	17733320134913846	17733321938996824	822280
22	squeezenet1.1-7	17733319003725076	17733320817616624	826750
27	resnet18-v2-7	17733319994754546	17733321922076074	878451
19	squeezenet1.1-7	17733318821679178	17733320955326330	972491
89	mnist-8	17733325722457718	17733327917682006	1000558
74	mnist-8	17733325226564702	17733327468789430	1021980
71	resnet18-v2-7	17733325046398620	17733327308908000	1031225
67	squeezenet1.1-7	17733324640950926	17733327262977852	1195089
421	mnist-8	17733365833272762	17733368513261996	1221508
91	mnist-8	17733325939891458	17733328797937380	1302664
34	squeezenet1.1-7	17733321785164550	17733324753651356	1353002
60	squeezenet1.1-7	17733324171271664	17733327308957804	1430121
47	resnet18-v2-7	17733322794477932	17733326006243548	1463885
9	googlenet-9	17733317194028568	17733320516728566	1514448
416	mnist-8	17733365043141322	17733368513178766	1581603
12	resnet50-v2-7	17733317265632394	17733320765925414	1595393
65	resnet18-v2-7	17733324408302366	17733327917836720	1599605
11	googlenet-9	17733317233304856	17733320845261794	1646288
275	resnet18-v2-7	17733348892559208	17733352540977862	1662907
70	squeezenet1.1-7	17733325023636786	17733328766694238	1706042
57	resnet18-v2-7	17733323631300728	17733327481330426	1754799
78	squeezenet1.1-7	17733325425910772	17733329353695146	1790239
24	mobilenetv2-7	17733319050203448	17733323010976850	1805275
30	googlenet-9	17733320034132312	17733324084194328	1845971
36	mobilenetv2-7	17733321954719596	17733326006282062	1846655
68	resnet34-v2-7	17733324978010238	17733329353667658	1994374
159	squeezenet1.1-7	17733333309122698	17733337745869086	2022218
45	resnet18-v2-7	17733322734685044	17733327187509408	2029546
43	mobilenetv2-7	17733322611746824	17733327231960968	2105840
396	squeezenet1.1-7	17733364021078668	17733368822172968	2188283
39	resnet34-v2-7	17733322456063004	17733327262959792	2190928
41	resnet34-v2-7	17733322492105980	17733327481415034	2274069
286	mobilenetv2-7	17733350510957020	17733356010733894	2506735
181	squeezenet1.1-7	17733335375413934	17733340936639038	2534742
593	squeezenet1.1-7	17733386824541678	17733392450732492	2564353
13	inception_v3	17733317295150754	17733322954258680	2579356
20	googlenet-9	17733318897809546	17733324615643246	2606122
56	resnet34-v2-7	17733323600453472	17733329353719842	2622272
595	mnist-8	17733386936335032	17733392741846566	2646085
183	squeezenet1.1-7	17733335481456450	17733341295257464	2649863
